Symbol,dbsym,sector,cik,px_ytd,qoq_raw,qoq_des,season_pct
DE,DE,Industrials,315189,32.60103938495897,,,
DELL,DELL,Information Technology,1571996,212.97267238639978,57.35735735735739,116.48480412708753,-27.312516002286856
DAL,DAL,Industrials,27904,33.65509292609134,,,-92.6435536493064
DVN,DVN,Energy,1090012,10.483210483210481,-78.88888888888889,-66.86015033470599,-36.29690139113725
DXCM,DXCM,Health Care,1093557,7.336547152756867,-23.880597014925364,15.991995625838173,-34.37529669666412
FANG,FANG,Energy,1539838,14.460115760761095,,,6.705145626189979
DLR,DLR,Real Estate,1297996,12.042392322853711,109.090909090909,-45.575810250940506,284.18745424597216
DG,DG,Consumer Staples,29534,-11.033288145805098,3.6269430051814044,-23.912023646585734,36.19358533581423
DLTR,DLTR,Consumer Staples,935703,0.9593495934959506,-29.59999999999997,,
D,D,Utilities,715957,19.02892738288251,7.812499999999933,-63.49874009802106,195.36651690796788
DPZ,DPZ,Consumer Discretionary,1286681,-25.23460938437537,-22.803738317757006,-8.331737595526679,-15.78736232435023
DASH,DASH,Consumer Discretionary,1792789,-15.178807947019868,-14.28571428571429,-31.818181818181834,25.714285714285733
DOV,DOV,Industrials,29905,9.467698140273573,-15.048543689320393,44.70491408980364,-41.29331623253729
DOW,DOW,Materials,1751788,18.451999144750907,,,
DHI,DHI,Consumer Discretionary,882184,10.12983406234813,,,
DTE,DTE,Utilities,936340,19.392106691478638,-33.146067415730364,-37.23510020369885,6.514839984193599
DUK,DUK,Utilities,1326160,10.5537070215852,32.21476510067116,15.687919463087251,14.285714285714302
DD,DD,Materials,1666700,,,,
ETN,ETN,Industrials,1551182,25.138928134124505,-23.448275862068947,-17.83746619504354,-6.828915087191412
EBAY,EBAY,Consumer Discretionary,1065088,31.842709529276704,-2.608695652173898,39.68584790829786,-30.278331122160374
ECHO,ECHO,Communication Services,1415404,,,,
ECL,ECL,Materials,31462,7.865981343993922,-23.23232323232325,-17.53828723182288,-6.905066374873748
EIX,EIX,Utilities,827052,25.989171178675562,-71.33891213389121,-93.14291177396859,317.9775280898877
EW,EW,Health Care,1099800,10.735656458993304,312.49999999999966,336.68335111145524,-5.537960412253784
EA,EA,Communication Services,712515,0.39146604032098686,,,
ELV,ELV,Health Care,1156039,19.104682016605313,212.49999999999977,-14.378691970509072,264.97924078941196
EME,EME,Industrials,105634,26.615652515144816,-29.045643153526978,-19.602562906412256,-11.745499096099765
EMR,EMR,Industrials,32604,4.727642582686653,,,-14.429138813470265
ETR,ETR,Utilities,65984,24.52401557767201,62.745098039215684,30.98995695839315,24.2424242424242
EOG,EOG,Energy,821189,24.54519478045527,182.44274809160333,172.9575384941656,3.474976236144678
EQT,EQT,Energy,33213,-1.8561701333830727,118.5185185185185,549.9897921399116,-66.38123841928245
EFX,EFX,Industrials,33185,-20.729459471913735,-1.3888888888888618,16.67824016668691,-15.484574527148343
EQIX,EQIX,Real Estate,1101239,30.73719664234149,55.55555555555558,53.63511659807963,1.2499999999999734
EQR,EQR,Real Estate,906107,10.738361487826143,-76.23762376237624,-68.5796967146828,-24.37254337793746
ERIE,ERIE,Financials,922621,-9.531119173876634,,,
ESS,ESS,Real Estate,920522,13.960952126236936,33.06451612903223,-26.299088214700227,80.54663491364431
EL,EL,Consumer Staples,1001250,-0.09311431572915918,,,
EG,EG,Financials,1095073,9.421399952863553,51.353874883286686,70.37404173287567,-11.163770405476503
EVRG,EVRG,Utilities,1711269,21.611367869214337,82.8571428571428,-2.3612537132341127,87.27928185403951
ES,ES,Utilities,72741,10.51068883610451,45.04504504504509,-84.52852852852851,837.4999999999994
EXC,EXC,Utilities,1109357,9.793577981651369,,,
EXE,EXE,Energy,895126,-17.79257849666984,106.43776824034319,4602.1936099189315,-95.60975609756099
EXPE,EXPE,Consumer Discretionary,1324424,-5.176246427437292,,,
EXPD,EXPD,Industrials,746515,12.379227053140118,13.999999999999947,18.169183986164626,-3.5281482409600273
EXR,EXR,Real Estate,1289490,14.642199017199008,-15.555555555555555,-25.412698847484826,13.21557844246637
XOM,XOM,Energy,34088,13.737222637746216,-35.0649350649351,-38.188363471584985,5.053139800325512
FFIV,FFIV,Information Technology,1048695,59.92320050154773,,,
FDS,FDS,Financials,1013237,-13.823519277814144,,,
FICO,FICO,Information Technology,814547,-24.75973922157283,,,
FAST,FAST,Industrials,815556,21.013951170901855,19.99999999999997,,
FRT,FRT,Real Estate,34903,20.73908730158731,21.476510067114106,32.15291479626367,-8.07882652123797
FDX,FDX,Industrials,1048911,35.469323454054425,,,
FDXF,FDXF,Industrials,2082247,,,,
FIS,FIS,Financials,1136893,-37.12286509668197,367.3469387755102,418.78466555701823,-9.915043793031053
FITB,FITB,Financials,35527,22.104700854700866,-85.43689320388349,-83.95223791205805,-9.251478702697035
FSLR,FSLR,Information Technology,1274494,-14.22009569377991,-33.47107438016531,10.78069543675002,-39.94538005241246
FE,FE,Utilities,1031296,8.353808353808345,,,39.84117975602022
FISV,FISV,Financials,798354,,-29.1390728476821,-20.937719869614003,-10.373281626260699
FLEX,FLEX,Information Technology,866374,126.5083174708268,,,29.72498382567428
F,F,Consumer Discretionary,37996,1.5987818804720222,,,-73.33333333333334
FTNT,FTNT,Information Technology,1262039,96.71326029467325,7.462686567164178,21.41651449692743,-11.492528827383165
FTV,FTV,Industrials,1659166,13.429321742280177,-24.13793103448275,-6.132085511321328,-19.182108840111812
FOXA,FOXA,Communication Services,1754301,-3.437072503419969,,,
FOX,FOX,Communication Services,1754301,-22.146927460341914,,,
BEN,BEN,Financials,38777,42.67782426778244,,,
FCX,FCX,Materials,831259,20.03741630563214,,,
GRMN,GRMN,Consumer Discretionary,1121788,18.355569804434136,-23.161764705882383,23.138455838236304,-37.60013086808727
IT,IT,Information Technology,749251,-32.45420119750981,-5.35714285714286,29.33624289916925,-26.824179347284062
GE,GE,Industrials,40545,22.558026294432732,-24.583333333333357,-25.6774822619538,1.472163432994611
GEHC,GEHC,Health Care,1932393,-20.03414217778321,-33.593749999999986,-21.107187694228536,-15.827249581845615
GEV,GEV,Industrials,1996810,70.41759789364113,31.32530120481927,152.54865616311392,-47.999999999999986
GEN,GEN,Information Technology,849399,-1.930856932695857,,,
GNRC,GNRC,Industrials,1474735,85.39465962441315,,,-70.70314525550897
GD,GD,Industrials,40533,10.974450386215096,,,
GIS,GIS,Consumer Staples,40704,-19.22167275854655,,,8.050831468529829
GM,GM,Consumer Discretionary,1467858,-6.669945288006396,,,59.99999999999994
GPC,GPC,Consumer Discretionary,40987,7.905652704351351,,,7.172702683985621
GILD,GILD,Health Care,882095,6.903433388995239,-7.999999999999973,26.500000000000014,-27.27272727272726
GPN,GPN,Financials,1123360,1.5239571225623028,,,-29.631540626291187
GL,GL,Financials,320335,29.057048899056337,3.3536585365853355,6.976541126633706,-3.3866140668726286
GDDY,GDDY,Information Technology,1609711,-28.707285622179246,-10.614525139664789,,
GS,GS,Financials,886982,16.149382786279066,24.99999999999998,-20.566606971692625,57.364548125816796
HAL,HAL,Energy,45012,16.58113608210936,,,
HIG,HIG,Financials,874766,0.014514841425361524,-23.23232323232324,-10.79142367883954,-13.945855955256059
HAS,HAS,Consumer Discretionary,46080,-2.201622247972179,-4.794520547945192,,
HCA,HCA,Health Care,860730,-12.10781059259418,-11.619283065512976,-17.278312535293537,6.841046940918627
DOC,DOC,Real Estate,765880,36.00746268656718,74.99999999999997,264.2915499065732,-51.96155385847388
HSIC,HSIC,Health Care,1000228,14.365079365079358,8.23529411764703,-55.93883591936655,145.64783154519637
HSY,HSY,Consumer Staples,47111,0.043943971436410934,,,
HPE,HPE,Information Technology,1645590,,,,
HLT,HLT,Consumer Discretionary,1585689,17.720769953705307,30.70866141732276,24.925040836160008,4.629672756119407
HD,HD,Consumer Discretionary,354950,3.9870971491674068,27.906976744185986,5.489161292560452,21.251297457425643
HONA,HONA,Industrials,2089271,,,,
HON,HON,Industrials,773840,17.75169161369694,,,14.99638798175955
HRL,HRL,Consumer Staples,48465,5.507491031863254,,,
HST,HST,Real Estate,1070750,31.772009029345384,259.99999999999983,66.64761795905916,116.02468994692869
HWM,HWM,Industrials,4281,31.873597971325474,56.521739130434746,46.336694179436535,6.96000754158721
HPQ,HPQ,Information Technology,47217,-1.6157989228007152,,,
HUBB,HUBB,Industrials,48898,9.645144226981639,-18.421052631578938,-2.2334743451748684,-16.55738319223493
HUM,HUM,Health Care,49071,92.42104852246551,,,
HBAN,HBAN,Financials,49196,3.1448355452971866,-16.666666666666597,-37.64156303567664,33.636020064149854
HII,HII,Industrials,1501585,-14.278781818449193,-6.650246305418772,13.389211256565247,-17.67316073540791
IBM,IBM,Information Technology,51143,-2.6469495931665366,-78.30508474576271,-47.916636146621,-58.34578712060321
IEX,IEX,Industrials,832101,25.80210147777715,-5.847953216374268,0.9668217811076074,-6.749519175968565
IDXX,IDXX,Health Care,874716,-17.35191534641759,12.29773462783168,-4.208137924407296,17.230975778729118
ITW,ITW,Industrials,49826,10.720665854648793,-2.2058823529411464,-5.856211798709909,3.8773980902106375
INCY,INCY,Health Care,879169,18.25083510476768,0.6849315068492956,16.333585014988138,-13.45153551841689
IR,IR,Industrials,1699150,1.7924766473112808,-26.865671641791057,-13.843350681233257,-15.114702189005925
PODD,PODD,Health Care,1145197,-42.11415300161869,-8.450704225352123,115.82750302348339,-57.58219203199199
INTC,INTC,Information Technology,50863,225.73828230831757,,,
IBKR,IBKR,Financials,1381197,42.0087064676617,-7.812500000000034,,
ICE,ICE,Financials,1571949,-17.924178809582614,66.44295302013425,8.11419547284129,53.95106284812097
IFF,IFF,Materials,51253,24.313696394123774,2099.9999999999714,,
IP,IP,Materials,51434,-1.5991877141769306,,,
INTU,INTU,Information Technology,896878,-58.42948451896738,,,
ISRG,ISRG,Health Care,1035267,-24.790353618275862,4.109589041095862,9.276279065531746,-4.728098420460924
IVZ,IVZ,Financials,914208,2.7587519025875196,,,-17.391304347826065
INVH,INVH,Real Estate,1687229,9.784172661870505,8.333333333333348,-0.10741141660423059,8.449820822183195
IQV,IQV,Health Care,1478242,-8.075967341143064,-45.791245791245785,-9.245432950315212,-40.268841590002936
IRM,IRM,Real Estate,1020569,41.29530241813906,54.838709677419374,159.09471789442344,-40.238569533280334
JBHT,JBHT,Industrials,728535,46.98906752411573,-20.744680851063833,-0.5144613477069515,-20.334834366291688
JBL,JBL,Information Technology,898293,49.7148372378696,,,
JKHY,JKHY,Financials,779152,-19.434396580072345,,,
J,J,Industrials,52988,-3.454133635334078,,,-77.02691777597295
JNJ,JNJ,Health Care,200406,26.90691270953094,2.884615384615441,-37.74012956282553,65.25028828711554
JCI,JCI,Industrials,833444,17.597427008061484,,,
JPM,JPM,Financials,19617,3.6561540608428533,28.017241379310388,3.453797848547868,23.743394676261566
KVUE,KVUE,Consumer Staples,1944048,14.674384949348763,56.25,61.3743060919757,-3.1754163448145745
KDP,KDP,Consumer Staples,1418135,18.861527480371155,-23.076923076923038,14.21911421911426,-32.65306122448979
KEY,KEY,Financials,91576,11.506782945736438,2.3255813953488413,-89.76744186046508,899.9999999999966
KEYS,KEYS,Information Technology,1601046,54.44592067709873,,,
KMB,KMB,Consumer Staples,55785,13.645823010603507,33.33333333333335,5.253965022356688,26.67772972259277
KIM,KIM,Real Estate,879101,24.913665515540217,,,
KMI,KMI,Energy,1506307,16.68182645079135,-2.2222222222222143,-15.965909328048744,16.354894776547944
KKR,KKR,Financials,1404912,-26.386600768808353,,,
KLAC,KLAC,Information Technology,319201,,,,
KHC,KHC,Consumer Staples,1637459,4.640131985976481,19.64285714285714,98.6598272644814,-39.775011993958266
KR,KR,Consumer Staples,56873,-6.825092014722356,,,
LHX,LHX,Industrials,202058,2.8129682604549844,71.06918238993723,38.08263229804203,23.88899280301664
LH,LH,Health Care,920148,14.36344068877553,69.1919191919191,15.480198813532088,46.51162790697674
LRCX,LRCX,Information Technology,707549,105.76170163033952,,,
LVS,LVS,Consumer Discretionary,1300514,-27.816603947469474,44.06779661016944,18.82511593491083,21.243556529821394
LDOS,LDOS,Industrials,1336920,-39.672949002217294,0.7874015748031038,-20.942062576187237,27.48549337241537
LEN,LEN,Consumer Discretionary,920760,-14.177289092147504,,,-48.91724430229401
LII,LII,Industrials,1069202,17.38937916404939,-17.690417690417682,11.250502536238383,-26.01419280531244
LLY,LLY,Health Care,59478,12.633811069465484,11.772665764546652,39.43334598371027,-19.83792329160282
LIN,LIN,Materials,1707925,28.238742964352713,21.341463414634166,19.327940315223934,1.687386117694789
LYV,LYV,Communication Services,1335258,30.933333333333344,,,
LMT,LMT,Industrials,936468,12.837209302325592,11.03448275862078,-32.471160476871056,64.42527895150774
L,L,Financials,60086,10.692241952331205,-15.54404145077718,-41.30907393387626,43.89951600707593
LOW,LOW,Consumer Discretionary,60667,-5.748460788988153,62.92134831460672,3.9592583993439012,56.7165357112964
LULU,LULU,Consumer Discretionary,1397187,-42.99812256294228,-65.9959758551308,-25.028614907552672,-54.64399636882953
LITE,LITE,Information Technology,1633978,96.89533622559652,,,
LYB,LYB,Materials,1489393,23.244803695150118,,,161.8181818181821
MTB,MTB,Financials,36270,18.638259833134676,-10.606060606060597,-7.900474607703067,-2.937676374371223
MPC,MPC,Energy,1510295,63.7476169977246,-65.3306613226453,-47.055351012101745,-34.51776649746192
MAR,MAR,Consumer Discretionary,1048286,20.124357673287285,45.50898203592817,46.729398789192246,-0.8317465779420607
MRSH,MRSH,Financials,62709,,40.47619047619051,-22.38844178500554,80.99905955637763
MLM,MLM,Materials,916076,-3.7296411706126187,445.9694989106752,353.44690961216736,20.404282692684394
MRVL,MRVL,Information Technology,1835632,191.0631287874331,-91.1111111111111,-89.77777777777776,-13.043478260869556
MAS,MAS,Industrials,62996,30.422446406052963,29.629629629629672,20.647263350622058,7.445147141799047
MA,MA,Financials,1141391,-5.546994028334751,-3.761061946902655,-6.93110052294772,3.406120190372164
MKC,MKC,Consumer Staples,63754,-21.509323153721915,348.8095238095236,488.6357695610373,-23.754289661293626
MCD,MCD,Consumer Discretionary,63908,-8.274858105566196,-8.250825082508229,-2.4885100437125995,-5.90937031254345
MCK,MCK,Health Care,927653,-4.108586690081594,,,
MDT,MDT,Health Care,1613103,-13.43151540383014,,,
MRK,MRK,Health Care,310158,23.008975637555196,,,34.8993288590604
META,META,Communication Services,1326801,-11.809555569029296,17.700112739571615,38.91700371038167,-15.273069821635122
MET,MET,Financials,1099219,14.00709219858156,47.45762711864414,42.36904427129042,3.5742199952239595
MTD,MTD,Health Care,1037646,-6.1608859052700975,-40.11502516175411,-24.758205478448748,-20.40995935963059
MGM,MGM,Consumer Discretionary,789570,29.139254385964918,-57.14285714285715,-48.741449149282246,-16.390256560398363
MCHP,MCHP,Information Technology,827054,32.862412683462836,,,
MU,MU,Information Technology,723125,240.01608616589732,,,
MSFT,MSFT,Information Technology,789019,-19.285404131257366,,,
MAA,MAA,Real Estate,912595,2.295459451680215,120.8333333333334,125.50317161668829,-2.07085259594163
MRNA,MRNA,Health Care,1682852,169.98982706002036,,,
TAP,TAP,Consumer Staples,24545,-14.792202227934881,,,
MDLZ,MDLZ,Consumer Staples,1103982,13.162297824874504,-15.384615384615374,41.13932555923834,-40.04832864255806
